Year,League,Name,Affiliation,Chapter,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th
2017,NL,Derrick Goold,St. Louis Post-Dispatch,STL,Stanton,Votto,Blackmon,Arenado,Goldschmidt,Rendon,Bryant,Scherzer,Pham,Turner
2017,NL,Rick Hummel,St. Louis Post-Dispatch,STL,Blackmon,Goldschmidt,Arenado,Votto,Stanton,Harper,Rendon,Jansen,Martinez,Rizzo
2017,NL,Todd Dybas,The Washington Times,WAS,Votto,Stanton,Rendon,Arenado,Bryant,Goldschmidt,Blackmon,Pham,Scherzer,Turner
2017,NL,Tim Kurkjian,ESPN,WAS,Stanton,Goldschmidt,Blackmon,Votto,Arenado,Harper,Rendon,Bryant,Bellinger,Rizzo
2018,AL,Dan Connolly,The Athletic Baltimore,BAL,Betts,Trout,Ramirez,Martinez,Lindor,Bregman,Chapman,Treinen,Diaz,DavisC
2018,AL,Rich Dubroff,BaltimoreBaseball.com,BAL,Betts,Martinez,Trout,Ramirez,Lindor,Bregman,Snell,Chapman,Diaz,Simmons
2018,AL,Christopher Smith,Springfield Republican,BOS,Betts,Trout,Martinez,Ramirez,Bregman,Chapman,Lindor,DavisC,Verlander,Judge
2018,AL,Ian Browne,MLB.com,BOS,Betts,Trout,Martinez,Ramirez,Bregman,Lindor,Chapman,DavisC,Snell,Treinen
2018,AL,Daryl Van Schouwen,Chicago Sun-Times,CHI,Betts,Trout,Ramirez,Bregman,Martinez,Lindor,Chapman,Snell,Simmons,DavisC
2018,AL,Scott Merkin,MLB.com,CHI,Betts,Trout,Martinez,Ramirez,Chapman,Lindor,Bregman,DavisC,Snell,Diaz
2018,AL,Zack Meisel,The Athletic,CLE,Betts,Trout,Ramirez,Martinez,Lindor,Bregman,Chapman,Bogaerts,Altuve,Merrifield
2018,AL,Jordan Bastian,MLB.com,CLE,Betts,Trout,Lindor,Ramirez,Bregman,Chapman,Martinez,Verlander,Simmons,Merrifield
2018,AL,Jason Beck,MLB.com,DET,Betts,Trout,Martinez,Lindor,Bregman,Ramirez,Chapman,Verlander,Snell,Simmons
2018,AL,Jon Paul Morosi,MLB.com,DET,Betts,Ramirez,Martinez,Bregman,Trout,Lindor,Chapman,DavisC,Bogaerts,Verlander
2018,AL,Chandler Rome,Houston Chronicle,HOU,Betts,Trout,Ramirez,Martinez,Bregman,Lindor,Chapman,Bogaerts,Merrifield,Haniger
2018,AL,Brian McTaggart,MLB.com,HOU,Betts,Martinez,Trout,Bregman,Ramirez,Lindor,DavisC,Verlander,Chapman,Stanton
2018,AL,Rustin Dodd,The Athletic,KC,Betts,Trout,Ramirez,Bregman,Martinez,Lindor,Chapman,Snell,Merrifield,Verlander
2018,AL,Jeffrey Flanagan,MLB.com,KC,Betts,Trout,Lindor,Ramirez,Chapman,Martinez,Bregman,Haniger,Snell,Bauer
2018,AL,Jeff Fletcher,Orange County Register,LA,Betts,Trout,Bregman,Martinez,Ramirez,Chapman,Lindor,DavisC,Verlander,Haniger
2018,AL,Sam Miller,ESPN,LA,Betts,Trout,Bregman,Ramirez,Chapman,Verlander,Lindor,Martinez,Snell,Sale
2018,AL,Phil Miller,Minneapolis Star Tribune,MIN,Betts,Trout,Ramirez,Bregman,Lindor,Chapman,Martinez,Verlander,Altuve,Treinen
2018,AL,Dave Campbell,Associated Press,MIN,Martinez,Betts,Bregman,Trout,Lindor,Chapman,Ramirez,DavisC,Altuve,Bogaerts
2018,AL,Marc Carig,The Athletic,NY,Betts,Trout,Martinez,Bregman,Ramirez,Lindor,Chapman,Haniger,DavisC,Hicks
2018,AL,Brendan Kuty,NJ Advance Media,NY,Betts,Trout,Lindor,Ramirez,Bregman,Martinez,Judge,Chapman,Lowrie,Gregorius
2018,AL,Jane Lee,MLB.com,OAK,Betts,Trout,Martinez,Ramirez,Bregman,Lindor,Chapman,DavisC,Snell,Treinen
2018,AL,Susan Slusser,San Francisco Chronicle,OAK,Betts,Trout,Chapman,Ramirez,Martinez,Lindor,Bregman,DavisC,Altuve,Judge
2018,AL,Ryan Divish,Seattle Times,SEA,Betts,Trout,Lindor,Bregman,Chapman,Ramirez,Martinez,DavisC,Haniger,Verlander
2018,AL,Larry Stone,Seattle Times,SEA,Betts,Trout,Chapman,Lindor,Bregman,Ramirez,Martinez,Snell,DavisC,Haniger
2018,AL,Marc Topkin,Tampa Bay Times,TB,Betts,Trout,Bregman,Ramirez,Lindor,Chapman,Martinez,Snell,DavisC,Haniger
2018,AL,Martin Fennelly,Tampa Bay Times,TB,Betts,Trout,Martinez,Bregman,Lindor,Ramirez,Chapman,Snell,Gregorius,Altuve
2018,AL,Gerry Fraley,Dallas Morning News,TEX,Betts,Bregman,Ramirez,Martinez,Trout,Chapman,Judge,Lindor,DavisC,Lowrie
2018,AL,Jeff Wilson,Fort Worth Star-Telegram,TEX,Trout,Betts,Ramirez,Bregman,Martinez,Lindor,Chapman,Snell,Haniger,Treinen
2018,AL,Ben Nicholson-Smith,Sportsnet.ca,TOR,Betts,Trout,Ramirez,Lindor,Bregman,Chapman,Martinez,Snell,Verlander,Simmons
2018,AL,Richard Griffin,Toronto Star,TOR,Betts,Trout,Ramirez,Bregman,Martinez,Chapman,Lindor,Stanton,Haniger,Snell
2018,NL,Charles Odum,The Associated Press,ATL,Yelich,Baez,Arenado,Freeman,Story,Carpenter,AcunaJr,Cain,DeGrom,Markakis
2018,NL,David O'Brien,The Athletic,ATL,Yelich,Baez,Freeman,Carpenter,Arenado,Goldschmidt,DeGrom,Cain,AcunaJr,Story
2018,NL,Nick Piecoro,The Arizona Republic,AZ,DeGrom,Yelich,Scherzer,Arenado,Baez,Story,Nola,Goldschmidt,Cain,Freeman
2018,NL,Robert Nightengale,USA TODAY,AZ,Yelich,Baez,Story,Arenado,Freeman,Cain,Carpenter,Goldschmidt,Muncy,Rizzo
2018,NL,Gordon Wittenmyer,Chicago Sun-Times,CHI,Yelich,Baez,Arenado,Freeman,Cain,Goldschmidt,Story,Carpenter,AcunaJr,Turner
2018,NL,Bruce Miles,Daily Herald Arlington Heights IL,CHI,Yelich,Baez,Arenado,Cain,Freeman,Story,DeGrom,Goldschmidt,Rendon,Carpenter
2018,NL,C. Trent Rosecrans,The Athletic,CIN,Yelich,DeGrom,Scherzer,Baez,Arenado,Cain,Goldschmidt,Nola,Story,Freeman
2018,NL,John Fay,Cincinnati Enquirer,CIN,Yelich,Baez,Freeman,Arenado,Goldschmidt,Carpenter,Turner,Cain,Rendon,Suarez
2018,NL,Tracy Ringolsby,InsideTheSeams.com,COL,Yelich,Arenado,Freeman,Baez,Story,Cain,Goldschmidt,Rizzo,Rendon,Carpenter
2018,NL,Patrick Saunders,Denver Post,COL,Yelich,Baez,Arenado,Cain,Carpenter,Goldschmidt,Freeman,DeGrom,Muncy,Story
2018,NL,Bill Plunkett,Southern California News Group,LA,Yelich,Baez,Arenado,Freeman,Story,Goldschmidt,Cain,Carpenter,DeGrom,Turner
2018,NL,Mark Whicker,Southern California News Group,LA,Yelich,Baez,Freeman,Arenado,AcunaJr,Story,Carpenter,Cain,DeGrom,Turner
2018,NL,Jon Heyman,Fancred,MIA,Yelich,Baez,Story,Arenado,DeGrom,Cain,AcunaJr,Freeman,Turner,Nola
2018,NL,Clark Spencer,Miami Herald,MIA,Yelich,DeGrom,Baez,Freeman,Arenado,Goldschmidt,Carpenter,Story,Cain,Scherzer
2018,NL,Adam McCalvy,MLB.com,MIL,Yelich,DeGrom,Baez,Goldschmidt,Freeman,Scherzer,Cain,Carpenter,Arenado,Rendon
2018,NL,Tom Haudricourt,Milwaukee Journal Sentinel,MIL,Yelich,Baez,Story,Freeman,Cain,Arenado,Carpenter,Goldschmidt,Aguilar,Turner
2018,NL,David Lennon,New York Newsday,NY,Yelich,Baez,Arenado,Carpenter,DeGrom,Story,Goldschmidt,Freeman,Rendon,Cain
2018,NL,Mike Puma,New York Post,NY,Yelich,DeGrom,Arenado,Baez,Cain,Scherzer,Freeman,Nola,Carpenter,Goldschmidt
2018,NL,Jayson Stark,The Athletic,PHI,Yelich,Baez,Freeman,Arenado,DeGrom,Story,Cain,Scherzer,Goldschmidt,Carpenter
2018,NL,Matt Breen,The Philadelphia Inquirer,PHI,Yelich,Arenado,Carpenter,DeGrom,Baez,Freeman,Muncy,Story,Aguilar,Rendon
2018,NL,Bill Brink,Pittsburgh Post-Gazette,PIT,Yelich,DeGrom,Goldschmidt,Baez,Cain,Arenado,Carpenter,Scherzer,Freeman,Story
2018,NL,Rob Biertempfel,The Athletic,PIT,Yelich,Baez,Carpenter,Arenado,Goldschmidt,Freeman,Story,DeGrom,Cain,AcunaJr
2018,NL,Dennis Lin,The Athletic,SD,Yelich,DeGrom,Baez,Freeman,Scherzer,Story,Nola,Arenado,Cain,Carpenter
2018,NL,Kevin Acee,San Diego UnionTribune,SD,Yelich,Baez,Freeman,Arenado,Carpenter,DeGrom,Goldschmidt,Cain,Story,Scherzer
2018,NL,Chris Haft,MLB.com,SF,Yelich,Baez,Freeman,Arenado,Goldschmidt,Rendon,Carpenter,Story,Cain,Suarez
2018,NL,Andrew Baggarly,The Athletic,SF,Yelich,Baez,Cain,Freeman,Arenado,Goldschmidt,Carpenter,Story,Rendon,Markakis
2018,NL,Derrick Goold,St. Louis Post-Dispatch,STL,Yelich,Arenado,DeGrom,Baez,Scherzer,Goldschmidt,Freeman,Story,Carpenter,Cain
2018,NL,Rick Hummel,St. Louis Post-Dispatch,STL,Yelich,Baez,Arenado,Freeman,Story,Carpenter,Goldschmidt,Aguilar,Rizzo,Scherzer
2018,NL,Jamal Collier,MLB.com,WAS,Yelich,DeGrom,Baez,Scherzer,Arenado,Goldschmidt,Freeman,Carpenter,Cain,Rendon
2018,NL,Mark Zuckerman,MASNsports.com,WAS,Yelich,Baez,Freeman,Goldschmidt,DeGrom,Scherzer,Arenado,Rendon,Cain,Nola
2019,AL,Ken Rosenthal,The Athletic,BAL,Trout,Bregman,Semien,Bogaerts,LeMahieu,Cruz,Chapman,Springer,Devers,Betts
2019,AL,Dave Ginsburg,Associated Press,BAL,Trout,Bregman,LeMahieu,Devers,Bogaerts,Semien,Abreu,Rosario,Torres,Verlander
2019,AL,Rob Bradford,WEEI.com,BOS,Bregman,Trout,Bogaerts,Semien,LeMahieu,Devers,Betts,Chapman,Springer,Cruz
2019,AL,Chad Jennings,The Athletic,BOS,Trout,Bregman,Semien,Bogaerts,LeMahieu,Betts,Verlander,Chapman,Devers,Springer
2019,AL,Scot Gregor,Daily Herald,CHI,Bregman,Trout,Semien,LeMahieu,Bogaerts,Cruz,Chapman,Springer,Betts,Cole
2019,AL,James Fegan,The Athletic,CHI,Trout,Bregman,Semien,Verlander,Cole,Bogaerts,Chapman,Betts,Springer,Moncada
2019,AL,Zack Meisel,The Athletic,CLE,Trout,Bregman,LeMahieu,Semien,Springer,Bogaerts,Cruz,Chapman,Betts,Santana
2019,AL,Paul Hoynes,Cleveland.com,CLE,Trout,Bregman,LeMahieu,Semien,Bogaerts,Betts,Chapman,Rosario,Devers,Santana
2019,AL,Anthony Fenech,Detroit Free Press,DET,Bregman,Trout,Semien,LeMahieu,Cruz,Bogaerts,Chapman,Santana,Lindor,Soler
2019,AL,Chris McCosky,Detroit News,DET,Trout,Bregman,Semien,LeMahieu,Bogaerts,Cruz,Springer,Betts,Chapman,Verlander
2019,AL,Richard Justice,MLB.com,HOU,Bregman,Trout,LeMahieu,Semien,Cruz,Bogaerts,Springer,Devers,Chapman,Betts
2019,AL,Kristie Rieken,The Associated Press,HOU,Trout,Bregman,Semien,Bogaerts,Devers,LeMahieu,Chapman,Verlander,Kepler,Meadows
2019,AL,Jeff Passan,ESPN,KC,Bregman,Trout,Semien,Betts,Cole,Verlander,LeMahieu,Chapman,Bogaerts,Polanco
2019,AL,Mike Oz,Yahoo Sports,KC,Bregman,Trout,Semien,LeMahieu,Cole,Verlander,Betts,Bogaerts,Chapman,Springer
2019,AL,Nobuhiro Saito,The Nikkan Sports News,LA,Bregman,Trout,Verlander,Cole,LeMahieu,Semien,Cruz,Devers,Springer,Abreu
2019,AL,Rhett Bollinger,MLB.com,LA,Trout,Bregman,Semien,Cole,Verlander,Betts,Chapman,Springer,Bogaerts,LeMahieu
2019,AL,Dan Hayes,The Athletic Minnesota,MIN,Trout,Bregman,Semien,LeMahieu,Cruz,Bogaerts,Chapman,Cole,Verlander,Betts
2019,AL,La Velle E. Neal III,Minneapolis Star Tribune.,MIN,Bregman,Trout,Semien,LeMahieu,Lindor,Cole,Bogaerts,Chapman,Polanco,Meadows
2019,AL,Erik Boland,Newsday,NY,Trout,Bregman,LeMahieu,Semien,Bogaerts,Chapman,Polanco,Springer,Meadows,Betts
2019,AL,George A. King III,New York Post,NY,Bregman,Trout,Semien,LeMahieu,Torres,Chapman,Lindor,Bogaerts,Polanco,Martinez
2019,AL,Susan Slusser,San Francisco Chronicle,OAK,Bregman,Trout,Semien,Springer,Cruz,Chapman,LeMahieu,Meadows,Bogaerts,Lindor
2019,AL,Martin Gallegos,MLB.com,OAK,Trout,Bregman,Semien,LeMahieu,Bogaerts,Betts,Chapman,Cole,Devers,Olson
2019,AL,Greg Johns,MLB.com,SEA,Bregman,Trout,Semien,Bogaerts,Betts,Springer,Cruz,LeMahieu,Chapman,Polanco
2019,AL,Corey Brock,The Athletic,SEA,Trout,Bregman,Semien,Bogaerts,LeMahieu,Verlander,Cole,Devers,Springer,Chapman
2019,AL,Juan Toribio,MLB.com,TB,Trout,Bregman,LeMahieu,Semien,Springer,Devers,Bogaerts,Cruz,Cole,Meadows
2019,AL,Marc Topkin,Tampa Bay Times,TB,Trout,Bregman,Semien,LeMahieu,Bogaerts,Polanco,Chapman,Springer,Cruz,Morton
2019,AL,TR Sullivan,MLB.Com,TEX,Bregman,Trout,Semien,LeMahieu,Meadows,Bogaerts,Santana,Cruz,Springer,Betts
2019,AL,Levi Weaver,The Athletic,TEX,Bregman,Trout,Semien,Chapman,LeMahieu,Polanco,Betts,Springer,Cruz,Meadows
2019,AL,Ben Nicholson-Smith,Sportsnet.ca,TOR,Trout,Bregman,Semien,Verlander,Cole,Bogaerts,Betts,Springer,Chapman,LeMahieu
2019,AL,Gregor Chisholm,Toronto Star,TOR,Trout,Bregman,Semien,Bogaerts,LeMahieu,Cole,Springer,Betts,Verlander,Chapman
2019,NL,Gabriel Burns,The Atlanta Journal-Constitution,ATL,Bellinger,Yelich,Rendon,Marte,Freeman,AcunaJr,Arenado,Alonso,Soto,DeGrom
2019,NL,Mark Bowman,MLB.com,ATL,Yelich,Bellinger,Rendon,Marte,Freeman,AcunaJr,Arenado,Alonso,Soto,Donaldson
2019,NL,Robert Nightengale,USA TODAY,AZ,Bellinger,Rendon,Yelich,Freeman,AcunaJr,Alonso,Marte,Arenado,Soto,Flaherty
2019,NL,Zach Buchanan,The Athletic,AZ,Bellinger,Yelich,Marte,Rendon,Arenado,Story,AcunaJr,Muncy,Soto,Alonso
2019,NL,Jordan Bastian,MLB.com,CHI,Yelich,Bellinger,Rendon,Marte,AcunaJr,Arenado,Alonso,Soto,Story,Realmuto
2019,NL,Sahadev Sharma,The Athletic,CHI,Yelich,Bellinger,Rendon,Marte,AcunaJr,DeGrom,Arenado,Donaldson,Alonso,Story
2019,NL,Mark Sheldon,MLB.com,CIN,Yelich,Bellinger,Rendon,AcunaJr,Freeman,Marte,Arenado,Alonso,Soto,Suarez
2019,NL,Bobby Nightengale,Cincinnati Enquirer,CIN,Bellinger,Yelich,Rendon,AcunaJr,Marte,Freeman,Arenado,Alonso,Soto,Wong
2019,NL,Patrick Saunders,The Denver Post,COL,Bellinger,Yelich,AcunaJr,Arenado,Rendon,Marte,Freeman,Soto,Alonso,Realmuto
2019,NL,Tracy Ringolsby,InsideTheSeams.com,COL,Rendon,Freeman,Arenado,Yelich,Bellinger,Marte,AcunaJr,Alonso,DeGrom,Soto
2019,NL,J.P. Hoornstra,Southern California News Group,LA,Bellinger,Yelich,Rendon,Marte,Arenado,AcunaJr,Alonso,Soto,Grandal,Freeman
2019,NL,Tim Brown,Yahoo Sports,LA,Bellinger,Yelich,Rendon,Marte,Arenado,Story,AcunaJr,Alonso,DeGrom,Soto
2019,NL,Steven Wine,Associated Press,MIA,Bellinger,Yelich,Rendon,Marte,AcunaJr,Alonso,Donaldson,Story,Arenado,Suarez
2019,NL,Andre Fernandez,The Athletic,MIA,Yelich,Bellinger,Rendon,Marte,AcunaJr,Arenado,Flaherty,Alonso,DeGrom,Suarez
2019,NL,Todd Rosiak,Milwaukee Journal Sentinel,MIL,Yelich,Bellinger,Rendon,Marte,DeGrom,AcunaJr,Arenado,Strasburg,Story,Scherzer
2019,NL,Adam McCalvy,MLB.com,MIL,Yelich,Bellinger,Rendon,Marte,Arenado,AcunaJr,Donaldson,Alonso,Soto,Story
2019,NL,Anthony DiComo,MLB.com,NY,Bellinger,Yelich,Rendon,Marte,Alonso,Soto,AcunaJr,Arenado,Freeman,Suarez
2019,NL,Tim Britton,The Athletic,NY,Bellinger,Yelich,Rendon,Marte,DeGrom,AcunaJr,Alonso,Ryu,Freeman,Soto
2019,NL,Jayson Stark,The Athletic,PHI,Yelich,Bellinger,Rendon,AcunaJr,Marte,Alonso,Freeman,DeGrom,Arenado,Donaldson
2019,NL,Jim Salisbury,NBC Sports Philadelphia,PHI,Bellinger,Yelich,Rendon,Freeman,Marte,AcunaJr,Donaldson,Soto,Goldschmidt,Alonso
2019,NL,Adam Berry,MLB.com,PIT,Bellinger,Yelich,Rendon,Marte,Arenado,AcunaJr,DeGrom,Alonso,Grandal,Donaldson
2019,NL,Rob Biertempfel,The Athletic,PIT,Yelich,Bellinger,Rendon,Marte,AcunaJr,Arenado,Alonso,Realmuto,Freeman,Soto
2019,NL,Kevin Acee,San Diego Union-Tribune,SD,Bellinger,Yelich,Rendon,Marte,DeGrom,Donaldson,Alonso,Story,AcunaJr,Strasburg
2019,NL,Scott Miller,Bleacher Report,SD,Bellinger,Yelich,Rendon,Marte,AcunaJr,Alonso,Arenado,Freeman,Soto,Wong
2019,NL,Alex Pavlovic,NBC Sports Bay Area,SF,Bellinger,Yelich,Marte,Rendon,Arenado,AcunaJr,Alonso,Realmuto,Donaldson,Muncy
2019,NL,Henry Schulman,San Francisco Chronicle,SF,Bellinger,Yelich,Rendon,Marte,Freeman,Alonso,Arenado,Soto,AcunaJr,Pillar
2019,NL,Derrick Goold,St. Louis Post-Dispatch,STL,Bellinger,Yelich,Rendon,Marte,DeGrom,Freeman,Arenado,Flaherty,Alonso,AcunaJr
2019,NL,Rick Hummel,St. Louis Post-Dispatch,STL,Yelich,Bellinger,Marte,Rendon,Freeman,Arenado,AcunaJr,Alonso,Soto,Flaherty
2019,NL,Tim Kurkjian,ESPN,WAS,Bellinger,Yelich,Rendon,AcunaJr,Alonso,Marte,Freeman,Soto,Donaldson,Arenado
2019,NL,Brittany Ghiroli,The Athletic,WAS,Bellinger,Yelich,Rendon,AcunaJr,Marte,Freeman,Story,Alonso,Arenado,DeGrom
2020,AL,Joseph Trezza,MLB.com,BAL,Abreu,Ramirez,LeMahieu,Trout,Bieber,Anderson,Voit,Cruz,Rendon,Lowe
2020,AL,Dan Connolly,The Athletic Baltimore,BAL,Abreu,Ramirez,LeMahieu,Bieber,Cruz,Trout,Anderson,Lowe,Voit,Hendriks
2020,AL,Julian McWilliams,Boston Globe,BOS,Abreu,LeMahieu,Anderson,Ramirez,Verdugo,Cruz,Voit,Trout,Lowe,Bogaerts
2020,AL,John Tomase,NBC Sports Boston,BOS,Ramirez,Abreu,Cruz,Anderson,Lowe,LeMahieu,Trout,Bieber,Voit,Hernandez
2020,AL,Daryl Van Schouwen,Chicago Sun-Times,CHI,Abreu,Ramirez,LeMahieu,Bieber,Trout,Cruz,Lowe,Anderson,Rendon,Voit
2020,AL,Scott Merkin,MLB.com,CHI,Abreu,Ramirez,LeMahieu,Trout,Anderson,Bieber,Cruz,Lowe,Voit,Hernandez
2020,AL,Paul Hoynes,Cleveland.com,CLE,Ramirez,Abreu,Bieber,Trout,LeMahieu,Anderson,Voit,Cruz,Lowe,Rosario
2020,AL,Zack Meisel,The Athletic,CLE,Ramirez,Abreu,LeMahieu,Bieber,Cruz,Voit,Anderson,Trout,Rendon,Lowe
2020,AL,Jason Beck,MLB.com,DET,Abreu,Ramirez,LeMahieu,Bieber,Lowe,Trout,Cruz,Voit,Anderson,Hernandez
2020,AL,Jon Paul Morosi,MLB.com,DET,Ramirez,Abreu,Bieber,Voit,LeMahieu,Trout,Rendon,Lowe,Cruz,Anderson
2020,AL,Brian McTaggart,MLB.com,HOU,Abreu,LeMahieu,Ramirez,Anderson,Bieber,Trout,Voit,Cruz,Rendon,Ryu
2020,AL,Alyson Footer,MLB.com,HOU,Abreu,Ramirez,LeMahieu,Bieber,Cruz,Anderson,Trout,Voit,Lowe,Fletcher
2020,AL,Lynn Worthy,Kansas City Star,KC,Abreu,Ramirez,Rendon,Trout,Lowe,LeMahieu,Cruz,Anderson,Voit,Bieber
2020,AL,Jeffrey Flanagan,MLB.com,KC,Abreu,Ramirez,Trout,LeMahieu,Anderson,Rendon,Voit,Lowe,Springer,Perez
2020,AL,Jeff Fletcher,Orange County Register,LA,Abreu,LeMahieu,Ramirez,Trout,Lowe,Cruz,Bieber,Rendon,Voit,Anderson
2020,AL,Hideki Okuda,Sports Nippon Newspaper,LA,Ramirez,Abreu,LeMahieu,Trout,Bieber,Anderson,Cruz,Lowe,Voit,Hernandez
2020,AL,Phil Miller,Minneapolis Star Tribune,MIN,Abreu,Ramirez,LeMahieu,Trout,Bieber,Cruz,Anderson,Lowe,Buxton,Keuchel
2020,AL,Betsy Helfand,St. Paul Pioneer Press,MIN,Abreu,Ramirez,LeMahieu,Trout,Bieber,Anderson,Cruz,Lowe,Voit,Rendon
2020,AL,Pete Caldera,Bergen Record,NY,Abreu,LeMahieu,Bieber,Ramirez,Cruz,Anderson,Voit,Trout,Lowe,Hernandez
2020,AL,Bryan Hoch,MLB.com,NY,LeMahieu,Abreu,Ramirez,Bieber,Cruz,Trout,Voit,Lowe,Anderson,Hernandez
2020,AL,Susan Slusser,San Francisco Chronicle,OAK,Abreu,Ramirez,LeMahieu,Bieber,Lowe,Trout,Voit,Cruz,Hendriks,Anderson
2020,AL,Janie McCauley,The Associated Press,OAK,Abreu,Ramirez,Trout,Bieber,Anderson,Voit,Cruz,LeMahieu,Lowe,Lewis
2020,AL,Greg Johns,MLB.com,SEA,Abreu,Ramirez,LeMahieu,Trout,Bieber,Cruz,Lowe,Voit,Anderson,Rendon
2020,AL,Ryan Divish,Seattle Times,SEA,Abreu,Ramirez,Trout,LeMahieu,Bieber,Anderson,Cruz,Voit,Lowe,Rendon
2020,AL,Juan Toribio,MLB.com,TB,Abreu,Ramirez,LeMahieu,Bieber,Cruz,Voit,Trout,Ryu,Lowe,Anderson
2020,AL,Marc Topkin,Tampa Bay Times,TB,Abreu,Ramirez,LeMahieu,Lowe,Bieber,Trout,Anderson,Cruz,Hernandez,Hendriks
2020,AL,Evan Grant,Dallas Morning News,TEX,Ramirez,LeMahieu,Abreu,Anderson,Trout,Cruz,Bieber,Lowe,Voit,Rendon
2020,AL,Jeff Wilson,Fort Worth Star-Telegram,TEX,Abreu,Ramirez,Trout,Bieber,Lowe,LeMahieu,Anderson,Cruz,Springer,Rendon
2020,AL,Ben Nicholson-Smith,sportsnet.ca,TOR,Ramirez,Abreu,LeMahieu,Trout,Bieber,Rendon,Lowe,Cruz,Anderson,Voit
2020,AL,Gregor Chisholm,Toronto Star,TOR,Ramirez,Abreu,Bieber,LeMahieu,Lowe,Anderson,Rendon,Cruz,Trout,Voit
2020,NL,Charles Odum,The Associated Press,ATL,Freeman,Soto,Betts,Ozuna,Tatis,Machado,Turner,Yastrzemski,Bauer,Fried
2020,NL,David O'Brien,The Athletic,ATL,Freeman,Betts,Machado,Tatis,Ozuna,Soto,Turner,Yastrzemski,AcunaJr,Seager
2020,NL,Robert Nightengale,USA Today,AZ,Betts,Freeman,Machado,Tatis,Ozuna,Seager,Soto,Turner,Yastrzemski,Swanson
2020,NL,Zach Buchanan,The Athletic,AZ,Freeman,Betts,Machado,Soto,Ozuna,Tatis,Yastrzemski,AcunaJr,Belt,Turner
2020,NL,Jesse Rogers,ESPN.com,CHI,Freeman,Betts,Soto,Tatis,Ozuna,Machado,Darvish,Smith,Turner,Bauer
2020,NL,Mark Gonzales,Chicago Tribune,CHI,Freeman,Betts,Machado,Tatis,Soto,Ozuna,Yastrzemski,Turner,Seager,Darvish
2020,NL,John Fay,Cincinnati Enquirer,CIN,Freeman,Betts,Tatis,Yastrzemski,Ozuna,Turner,Machado,AcunaJr,Goldschmidt,Williams
2020,NL,C. Trent Rosecrans,The Athletic,CIN,Freeman,Tatis,Betts,Machado,Soto,Ozuna,Yastrzemski,Bauer,Darvish,Turner
2020,NL,Tracy Ringolsby,InsideTheSeams.com,COL,Betts,Freeman,Machado,Turner,Ozuna,Seager,Goldschmidt,Story,AcunaJr,Tatis
2020,NL,Patrick Saunders,The Denver Post,COL,Freeman,Betts,Machado,Tatis,Soto,Ozuna,Bauer,Story,Turner,Yastrzemski
2020,NL,Greg Beacham,Associated Press,LA,Freeman,Betts,Machado,Soto,Tatis,Ozuna,Seager,Yastrzemski,Story,Turner
2020,NL,Bill Plunkett,Southern California Newspaper Group,LA,Freeman,Betts,Ozuna,Machado,Tatis,Soto,Turner,Smith,Seager,Yastrzemski
2020,NL,Joe Frisaro,MLB.com,MIA,Freeman,Tatis,Betts,Soto,Machado,Ozuna,Story,Goldschmidt,Seager,Happ
2020,NL,Jordan McPherson,Miami Herald,MIA,Freeman,Machado,Betts,Tatis,Soto,Ozuna,Bauer,Seager,Turner,AcunaJr
2020,NL,Adam McCalvy,MLB.com,MIL,Freeman,Betts,Tatis,Machado,Soto,Ozuna,Yastrzemski,Seager,Turner,Smith
2020,NL,Tom Haudricourt,Milwaukee Journal Sentinel,MIL,Freeman,Betts,Machado,Tatis,Soto,Ozuna,Turner,Seager,Yastrzemski,AcunaJr
2020,NL,Tim Healey,Newsday,NY,Freeman,Soto,Machado,Turner,Ozuna,Betts,Tatis,Bauer,Smith,Darvish
2020,NL,Anthony DiComo,MLB.com,NY,Freeman,Betts,Tatis,Machado,Ozuna,Soto,Yastrzemski,Turner,Bauer,Smith
2020,NL,Meghan Montemurro,The Athletic,PHI,Freeman,Betts,Tatis,Machado,Ozuna,Yastrzemski,Soto,Turner,AcunaJr,Bauer
2020,NL,Todd Zolecki,MLB.com,PHI,Freeman,Betts,Machado,Tatis,Soto,Ozuna,Yastrzemski,Turner,Seager,AcunaJr
2020,NL,Jason Mackey,Pittsburgh Post-Gazette,PIT,Freeman,Betts,Tatis,Machado,Soto,Ozuna,Turner,Story,Yastrzemski,Seager
2020,NL,Rob Biertempfel,The Athletic,PIT,Freeman,Betts,Machado,Soto,Tatis,Ozuna,Story,Yastrzemski,AcunaJr,Turner
2020,NL,Scott A Miller,Bleacher Report,SD,Freeman,Betts,Machado,Soto,Tatis,Ozuna,Seager,Turner,Smith,Yastrzemski
2020,NL,Kevin Acee,San Diego Union-Tribune,SD,Freeman,Machado,Betts,Tatis,Soto,Ozuna,Darvish,Yastrzemski,Myers,Seager
2020,NL,Maria Guardado,MLB.com,SF,Freeman,Betts,Machado,Tatis,Soto,Yastrzemski,Ozuna,Turner,AcunaJr,Story
2020,NL,Kerry Crowley,Bay Area News Group,SF,Freeman,Betts,Ozuna,Tatis,Machado,Soto,Yastrzemski,Turner,Smith,AcunaJr
2020,NL,Jenifer Langosch,MLB.com,STL,Freeman,Betts,Machado,Tatis,Bauer,Yastrzemski,Ozuna,Soto,Turner,AcunaJr
